sk_plant,plant_code,plant_name,plant_pengirim
10706,B182,CNS-JAKBAR 2,8003
10707,B110,CNS-BR SERANG,8003
10708,B186,CNS-MANGGARAI,1705
10709,B186,CNS-MANGGARAI,8003
10710,B220,CNS-BR TANGERANG,8003
10711,B220,CNS-BR TANGERANG,1701
10712,B220,CNS-BR TANGERANG,1707
10713,B182,CNS-JAKBAR 2,1707
10714,B120,CNS-BR JAKUTPUS,8003
10715,B188,CNS - Pekayon,1601
10716,B188,CNS - Pekayon,8201
10717,B188,CNS - Pekayon,8207
10718,B188,CNS - Pekayon,8201
10719,B220,CNS-BR TANGERANG,8201
10720,B185,CNS-BR JAKSEL,1601
10721,B120,CNS-BR JAKUTPUS,8201
10722,B120,CNS-BR JAKUTPUS,8003
10723,B182,CNS-JAKBAR 2,1107
10724,B110,CNS-BR SERANG,8003
10725,B181,CNS-Kebayoran Lama,1103
10726,B188,CNS - Pekayon,1103
10727,B186,CNS-MANGGARAI,8003
10728,B221,CNS-SB CIKUPA,1112
10729,B181,CNS-Kebayoran Lama,8003
10730,B130,CNS-BR TAMBUN,1107
10731,B182,CNS-JAKBAR 2,8003
10732,B188,CNS - Pekayon,8003
10733,B220,CNS-BR TANGERANG,1111
10734,B220,CNS-BR TANGERANG,8003
10735,B181,CNS-Kebayoran Lama,8207
10736,B120,CNS-BR JAKUTPUS,8003
10737,B185,CNS-BR JAKSEL,1707
10738,B112,CNS-PANDEGLANG,1701
10739,B188,CNS - Pekayon,1112
10740,B188,CNS - Pekayon,8207
10741,B110,CNS-BR SERANG,8207
10742,B110,CNS-BR SERANG,8201
10743,B113,CNS-RANGKASBITUNG,8003
10744,B113,CNS-RANGKASBITUNG,1112
10745,B113,CNS-RANGKASBITUNG,1111
10746,B186,CNS-MANGGARAI,8003
10747,B220,CNS-BR TANGERANG,1112
10748,B182,CNS-JAKBAR 2,8003
10749,B181,CNS-Kebayoran Lama,1601
10750,B181,CNS-Kebayoran Lama,8003
10751,B120,CNS-BR JAKUTPUS,8003
10752,B181,CNS-Kebayoran Lama,8003
10753,B185,CNS-BR JAKSEL,8003
10754,B181,CNS-Kebayoran Lama,8003
10755,B186,CNS-MANGGARAI,1707
10756,B185,CNS-BR JAKSEL,1707
10757,B120,CNS-BR JAKUTPUS,1701
10758,B188,CNS - Pekayon,1107
10759,B188,CNS - Pekayon,1112
10760,B188,CNS - Pekayon,1109
10761,B221,CNS-SB CIKUPA,1109
10762,B120,CNS-BR JAKUTPUS,8003
10763,B188,CNS - Pekayon,8003
10764,B188,CNS - Pekayon,8201
10765,B221,CNS-SB CIKUPA,1707
10766,B220,CNS-BR TANGERANG,8201
10767,B112,CNS-PANDEGLANG,1601
10768,B110,CNS-BR SERANG,1707
10769,B112,CNS-PANDEGLANG,8003
10770,B182,CNS-JAKBAR 2,1707
10771,B182,CNS-JAKBAR 2,8003
10772,B110,CNS-BR SERANG,1103
10773,B110,CNS-BR SERANG,1707
10774,B110,CNS-BR SERANG,8207
10775,B221,CNS-SB CIKUPA,1701
10776,B130,CNS-BR TAMBUN,8003
10777,B220,CNS-BR TANGERANG,1601
10778,B220,CNS-BR TANGERANG,1705
10779,B220,CNS-BR TANGERANG,1601
10780,B182,CNS-JAKBAR 2,8003
10781,B120,CNS-BR JAKUTPUS,1103
10782,B120,CNS-BR JAKUTPUS,1104
10783,B120,CNS-BR JAKUTPUS,1107
10784,B220,CNS-BR TANGERANG,8003
10785,B110,CNS-BR SERANG,1701
10786,B221,CNS-SB CIKUPA,1705
10787,B181,CNS-Kebayoran Lama,8003
10788,B112,CNS-PANDEGLANG,8003
10789,B182,CNS-JAKBAR 2,1705
10790,B221,CNS-SB CIKUPA,1701
10791,B113,CNS-RANGKASBITUNG,1701
10792,B130,CNS-BR TAMBUN,1707
10793,B220,CNS-BR TANGERANG,8003
10794,B182,CNS-JAKBAR 2,8201
10795,B120,CNS-BR JAKUTPUS,1701
10796,B221,CNS-SB CIKUPA,8201
10797,B221,CNS-SB CIKUPA,8207
10798,B221,CNS-SB CIKUPA,1707
10799,B120,CNS-BR JAKUTPUS,8003
10800,B112,CNS-PANDEGLANG,8003
10801,B110,CNS-BR SERANG,8003
10802,B221,CNS-SB CIKUPA,1701
10803,B188,CNS - Pekayon,8003
10804,B120,CNS-BR JAKUTPUS,1601
10805,B181,CNS-Kebayoran Lama,1104
10806,B188,CNS - Pekayon,1104
10807,B188,CNS - Pekayon,1107
10808,B185,CNS-BR JAKSEL,1701
10809,B185,CNS-BR JAKSEL,8003
10810,B110,CNS-BR SERANG,8003
10811,B110,CNS-BR SERANG,1701
10812,B181,CNS-Kebayoran Lama,1103
10813,B110,CNS-BR SERANG,8201
10814,B120,CNS-BR JAKUTPUS,1705
10815,B186,CNS-MANGGARAI,1705
10816,B130,CNS-BR TAMBUN,8003
10817,B220,CNS-BR TANGERANG,1707
10818,B185,CNS-BR JAKSEL,1103
10819,B185,CNS-BR JAKSEL,1707
10820,B188,CNS - Pekayon,1103
10821,B181,CNS-Kebayoran Lama,1707
10822,B181,CNS-Kebayoran Lama,8003
10823,B130,CNS-BR TAMBUN,8003
10824,B185,CNS-BR JAKSEL,1112
10825,B185,CNS-BR JAKSEL,8003
10826,B221,CNS-SB CIKUPA,8003
10827,B221,CNS-SB CIKUPA,1701
10828,B120,CNS-BR JAKUTPUS,1707
10829,B111,CNS-SP MALIMPING,8003
10830,B188,CNS - Pekayon,8003
10831,B188,CNS - Pekayon,1112
10832,B188,CNS - Pekayon,1111
10833,B220,CNS-BR TANGERANG,8003
10834,B220,CNS-BR TANGERANG,1701
10835,B221,CNS-SB CIKUPA,1701
10836,B120,CNS-BR JAKUTPUS,8003
10837,B120,CNS-BR JAKUTPUS,1112
10838,B112,CNS-PANDEGLANG,8003
10839,B188,CNS - Pekayon,1601
10840,B188,CNS - Pekayon,1701
10841,B110,CNS-BR SERANG,8003
10842,B112,CNS-PANDEGLANG,1707
10843,B181,CNS-Kebayoran Lama,8003
10844,B188,CNS - Pekayon,8003
10845,B120,CNS-BR JAKUTPUS,1107
10846,B120,CNS-BR JAKUTPUS,1707
10847,B120,CNS-BR JAKUTPUS,1705
10848,B185,CNS-BR JAKSEL,8003
10849,B110,CNS-BR SERANG,8003
10850,B221,CNS-SB CIKUPA,1705
10851,B221,CNS-SB CIKUPA,1601
10852,B120,CNS-BR JAKUTPUS,8003
10853,B188,CNS - Pekayon,8003
10854,B220,CNS-BR TANGERANG,8003
10855,B220,CNS-BR TANGERANG,1601
10856,B220,CNS-BR TANGERANG,8207
10857,B220,CNS-BR TANGERANG,8201
10858,B220,CNS-BR TANGERANG,1701
10859,B186,CNS-MANGGARAI,1707
10860,B181,CNS-Kebayoran Lama,1701
10861,B130,CNS-BR TAMBUN,1103
10862,B221,CNS-SB CIKUPA,1111
10863,B221,CNS-SB CIKUPA,1109
10864,B120,CNS-BR JAKUTPUS,1107
10865,B120,CNS-BR JAKUTPUS,1710
10866,B120,CNS-BR JAKUTPUS,8003
10867,B120,CNS-BR JAKUTPUS,1705
10868,B186,CNS-MANGGARAI,8003
10869,B188,CNS - Pekayon,8003
10870,B188,CNS - Pekayon,1112
10871,B221,CNS-SB CIKUPA,1701
10872,B182,CNS-JAKBAR 2,8201
10873,B120,CNS-BR JAKUTPUS,1107
10874,B120,CNS-BR JAKUTPUS,8003
10875,B120,CNS-BR JAKUTPUS,1109
10876,B113,CNS-RANGKASBITUNG,1109
10877,B112,CNS-PANDEGLANG,1705
10878,B182,CNS-JAKBAR 2,1702
10879,B181,CNS-Kebayoran Lama,8003
10880,B185,CNS-BR JAKSEL,8003
10881,B120,CNS-BR JAKUTPUS,1707
10882,B111,CNS-SP MALIMPING,1705
10883,B120,CNS-BR JAKUTPUS,8003
10884,B120,CNS-BR JAKUTPUS,1109
10885,B221,CNS-SB CIKUPA,1601
10886,B130,CNS-BR TAMBUN,8003
10887,B130,CNS-BR TAMBUN,1107
10888,B181,CNS-Kebayoran Lama,8003
10889,B110,CNS-BR SERANG,1701
10890,B110,CNS-BR SERANG,1111
10891,B110,CNS-BR SERANG,8003
10892,B113,CNS-RANGKASBITUNG,1601
10893,B113,CNS-RANGKASBITUNG,1701
10894,B111,CNS-SP MALIMPING,8003
10895,B185,CNS-BR JAKSEL,1705
10896,B221,CNS-SB CIKUPA,1107
10897,B188,CNS - Pekayon,8201
10898,B220,CNS-BR TANGERANG,8003
10899,B111,CNS-SP MALIMPING,8003
10900,B220,CNS-BR TANGERANG,8003
10901,B112,CNS-PANDEGLANG,8003
10902,B188,CNS - Pekayon,1701
10903,B110,CNS-BR SERANG,8003
10904,B110,CNS-BR SERANG,1109
10905,B185,CNS-BR JAKSEL,8003
10906,B100,CNS-BR SUKABUMI,1701
10907,B100,CNS-BR SUKABUMI,1107
10908,B181,CNS-Kebayoran Lama,8003
10909,B220,CNS-BR TANGERANG,8003
10910,B220,CNS-BR TANGERANG,1103
10911,B220,CNS-BR TANGERANG,1707
10912,B182,CNS-JAKBAR 2,8003
10913,B220,CNS-BR TANGERANG,8003
10914,B130,CNS-BR TAMBUN,1705
10915,B221,CNS-SB CIKUPA,8003
10916,B182,CNS-JAKBAR 2,8003
10917,B185,CNS-BR JAKSEL,1707
10918,B120,CNS-BR JAKUTPUS,1707
10919,B113,CNS-RANGKASBITUNG,8003
10920,B220,CNS-BR TANGERANG,1707
10921,B182,CNS-JAKBAR 2,8003
10922,B130,CNS-BR TAMBUN,8003
10923,B130,CNS-BR TAMBUN,1601
10924,B221,CNS-SB CIKUPA,1707
10925,B130,CNS-BR TAMBUN,1103
10926,B220,CNS-BR TANGERANG,1707
10927,B220,CNS-BR TANGERANG,1705
10928,B220,CNS-BR TANGERANG,8201
10929,B220,CNS-BR TANGERANG,1707
10930,B130,CNS-BR TAMBUN,1701
10931,B110,CNS-BR SERANG,1601
10932,B220,CNS-BR TANGERANG,1107
10933,B220,CNS-BR TANGERANG,1601
10934,B186,CNS-MANGGARAI,1701
10935,B120,CNS-BR JAKUTPUS,1112
10936,B112,CNS-PANDEGLANG,1109
10937,B182,CNS-JAKBAR 2,1705
10938,B220,CNS-BR TANGERANG,1112
10939,B220,CNS-BR TANGERANG,1111
10940,B188,CNS - Pekayon,1707
10941,B130,CNS-BR TAMBUN,1107
10942,B181,CNS-Kebayoran Lama,1601
10943,B110,CNS-BR SERANG,8003
10944,B185,CNS-BR JAKSEL,8207
10945,B181,CNS-Kebayoran Lama,1705
10946,B181,CNS-Kebayoran Lama,8003
10947,B221,CNS-SB CIKUPA,1107
10948,B120,CNS-BR JAKUTPUS,1101
10949,B113,CNS-RANGKASBITUNG,1601
10950,B120,CNS-BR JAKUTPUS,1701
10951,B186,CNS-MANGGARAI,8003
10952,B182,CNS-JAKBAR 2,1109
10953,B188,CNS - Pekayon,8201
10954,B188,CNS - Pekayon,8207
10955,B120,CNS-BR JAKUTPUS,8207
10956,B120,CNS-BR JAKUTPUS,8201
10957,B220,CNS-BR TANGERANG,1701
10958,B130,CNS-BR TAMBUN,1701
10959,B186,CNS-MANGGARAI,8003
10960,B221,CNS-SB CIKUPA,1109
10961,B221,CNS-SB CIKUPA,1107
10962,B220,CNS-BR TANGERANG,8003
10963,B182,CNS-JAKBAR 2,8003
10964,B182,CNS-JAKBAR 2,1107
10965,B220,CNS-BR TANGERANG,8201
10966,B182,CNS-JAKBAR 2,1701
10967,B182,CNS-JAKBAR 2,8201
10968,B182,CNS-JAKBAR 2,8207
10969,B182,CNS-JAKBAR 2,8201
10970,B182,CNS-JAKBAR 2,8207
10971,B186,CNS-MANGGARAI,8003
10972,B188,CNS - Pekayon,8003
10973,B182,CNS-JAKBAR 2,1109
10974,B188,CNS - Pekayon,1601
10975,B182,CNS-JAKBAR 2,8003
10976,B113,CNS-RANGKASBITUNG,8003
10977,B181,CNS-Kebayoran Lama,1107
10978,B110,CNS-BR SERANG,8003
10979,B120,CNS-BR JAKUTPUS,8003
10980,B220,CNS-BR TANGERANG,1701
10981,B110,CNS-BR SERANG,1109
10982,B110,CNS-BR SERANG,8003
10983,B185,CNS-BR JAKSEL,8003
10984,B130,CNS-BR TAMBUN,8003
10985,B110,CNS-BR SERANG,1112
10986,B120,CNS-BR JAKUTPUS,8003
10987,B112,CNS-PANDEGLANG,8003
10988,B182,CNS-JAKBAR 2,1109
10989,B181,CNS-Kebayoran Lama,8003
10990,B220,CNS-BR TANGERANG,1701
10991,B221,CNS-SB CIKUPA,1601
10992,B113,CNS-RANGKASBITUNG,1601
10993,B113,CNS-RANGKASBITUNG,1107
10994,B182,CNS-JAKBAR 2,1602
10995,B186,CNS-MANGGARAI,8003
10996,B185,CNS-BR JAKSEL,8003
10997,B110,CNS-BR SERANG,8003
10998,B185,CNS-BR JAKSEL,8003
10999,B181,CNS-Kebayoran Lama,1107
11000,B120,CNS-BR JAKUTPUS,8003
11001,B120,CNS-BR JAKUTPUS,1707
11002,B188,CNS - Pekayon,8003
11003,B221,CNS-SB CIKUPA,8207
11004,B221,CNS-SB CIKUPA,8201
11005,B182,CNS-JAKBAR 2,8003
11006,B220,CNS-BR TANGERANG,1707
11007,B110,CNS-BR SERANG,1701
11008,B113,CNS-RANGKASBITUNG,8003
11009,B182,CNS-JAKBAR 2,8201
11010,B113,CNS-RANGKASBITUNG,8003
11011,B112,CNS-PANDEGLANG,8003
11012,B110,CNS-BR SERANG,1701
11013,B221,CNS-SB CIKUPA,8003
11014,B120,CNS-BR JAKUTPUS,1705
11015,B111,CNS-SP MALIMPING,1705
11016,B130,CNS-BR TAMBUN,8003
11017,B110,CNS-BR SERANG,1701
11018,B110,CNS-BR SERANG,1111
11019,B110,CNS-BR SERANG,8003
11020,B221,CNS-SB CIKUPA,8003
11021,B188,CNS - Pekayon,1601
11022,B188,CNS - Pekayon,8201
11023,B188,CNS - Pekayon,8003
11024,B220,CNS-BR TANGERANG,1705
11025,B113,CNS-RANGKASBITUNG,1111
11026,B113,CNS-RANGKASBITUNG,8003
11027,B181,CNS-Kebayoran Lama,1705
11028,B221,CNS-SB CIKUPA,8201
11029,B182,CNS-JAKBAR 2,8201
11030,B120,CNS-BR JAKUTPUS,1601
11031,B120,CNS-BR JAKUTPUS,8201
11032,B110,CNS-BR SERANG,1109
11033,B110,CNS-BR SERANG,8003
11034,B220,CNS-BR TANGERANG,8003
11035,B221,CNS-SB CIKUPA,8003
11036,B130,CNS-BR TAMBUN,8003
11037,B221,CNS-SB CIKUPA,1103
11038,B130,CNS-BR TAMBUN,1601
11039,B110,CNS-BR SERANG,1103
11040,B110,CNS-BR SERANG,8003
11041,B186,CNS-MANGGARAI,1705
11042,B182,CNS-JAKBAR 2,1103
11043,B221,CNS-SB CIKUPA,1601
11044,B130,CNS-BR TAMBUN,1111
11045,B130,CNS-BR TAMBUN,1107
11046,B185,CNS-BR JAKSEL,1707
11047,B130,CNS-BR TAMBUN,1112
11048,B130,CNS-BR TAMBUN,8003
11049,B188,CNS - Pekayon,8003
11050,B110,CNS-BR SERANG,1701
11051,B111,CNS-SP MALIMPING,1701
11052,B112,CNS-PANDEGLANG,8003
11053,B110,CNS-BR SERANG,1701
11054,B221,CNS-SB CIKUPA,8201
11055,B130,CNS-BR TAMBUN,1701
11056,B130,CNS-BR TAMBUN,8003
11057,B181,CNS-Kebayoran Lama,8201
11058,B110,CNS-BR SERANG,8003
11059,B221,CNS-SB CIKUPA,1705
11060,B120,CNS-BR JAKUTPUS,8003
11061,B188,CNS - Pekayon,8003
11062,B130,CNS-BR TAMBUN,1107
11063,B112,CNS-PANDEGLANG,1701
11064,B110,CNS-BR SERANG,1701
11065,B220,CNS-BR TANGERANG,1707
11066,B220,CNS-BR TANGERANG,1705
11067,B182,CNS-JAKBAR 2,8003
11068,B186,CNS-MANGGARAI,1701
11069,B188,CNS - Pekayon,8201
11070,B110,CNS-BR SERANG,8201
11071,B182,CNS-JAKBAR 2,8207
11072,B182,CNS-JAKBAR 2,8201
11073,B220,CNS-BR TANGERANG,1109
11074,B220,CNS-BR TANGERANG,8003
11075,B221,CNS-SB CIKUPA,1701
11076,B120,CNS-BR JAKUTPUS,8207
11077,B120,CNS-BR JAKUTPUS,8201
11078,B120,CNS-BR JAKUTPUS,1112
11079,B120,CNS-BR JAKUTPUS,1109
11080,B130,CNS-BR TAMBUN,1104
11081,B130,CNS-BR TAMBUN,1707
11082,B120,CNS-BR JAKUTPUS,1109
11083,B130,CNS-BR TAMBUN,1103
11084,B130,CNS-BR TAMBUN,1701
11085,B110,CNS-BR SERANG,1601
11086,B220,CNS-BR TANGERANG,1701
11087,B120,CNS-BR JAKUTPUS,1701
11088,B110,CNS-BR SERANG,1109
11089,B110,CNS-BR SERANG,8003
11090,B181,CNS-Kebayoran Lama,1707
11091,B185,CNS-BR JAKSEL,8003
11092,B110,CNS-BR SERANG,8003
11093,B188,CNS - Pekayon,1705
11094,B188,CNS - Pekayon,1601
11095,B182,CNS-JAKBAR 2,1112
11096,B182,CNS-JAKBAR 2,8003
11097,B182,CNS-JAKBAR 2,8201
11098,B182,CNS-JAKBAR 2,8207
11099,B181,CNS-Kebayoran Lama,8003
11100,B220,CNS-BR TANGERANG,8003
11101,B220,CNS-BR TANGERANG,8201
11102,B112,CNS-PANDEGLANG,1601
11103,B120,CNS-BR JAKUTPUS,8003
11104,B181,CNS-Kebayoran Lama,8003
11105,B182,CNS-JAKBAR 2,1107
11106,B112,CNS-PANDEGLANG,1701
11107,B220,CNS-BR TANGERANG,8003
11108,B113,CNS-RANGKASBITUNG,1112
11109,B113,CNS-RANGKASBITUNG,1111
11110,B113,CNS-RANGKASBITUNG,8003
11111,B111,CNS-SP MALIMPING,1109
11112,B111,CNS-SP MALIMPING,8003
11113,B186,CNS-MANGGARAI,8003
11114,B182,CNS-JAKBAR 2,1601
11115,B110,CNS-BR SERANG,1701
11116,B110,CNS-BR SERANG,1104
11117,B110,CNS-BR SERANG,1103
11118,B110,CNS-BR SERANG,8003
11119,B221,CNS-SB CIKUPA,1705
11120,B181,CNS-Kebayoran Lama,8201
11121,B120,CNS-BR JAKUTPUS,8207
11122,B120,CNS-BR JAKUTPUS,8201
11123,B120,CNS-BR JAKUTPUS,8207
11124,B120,CNS-BR JAKUTPUS,8003
11125,B188,CNS - Pekayon,1107
11126,B188,CNS - Pekayon,1112
11127,B188,CNS - Pekayon,8003
11128,B188,CNS - Pekayon,8207
11129,B188,CNS - Pekayon,8201
11130,B182,CNS-JAKBAR 2,1109
11131,B181,CNS-Kebayoran Lama,1602
11132,B181,CNS-Kebayoran Lama,8003
11133,B221,CNS-SB CIKUPA,8003
11134,B113,CNS-RANGKASBITUNG,8003
11135,B188,CNS - Pekayon,8003
11136,B220,CNS-BR TANGERANG,8207
11137,B220,CNS-BR TANGERANG,8201
11138,B220,CNS-BR TANGERANG,1111
11139,B220,CNS-BR TANGERANG,1112
11140,B220,CNS-BR TANGERANG,1111
11141,B220,CNS-BR TANGERANG,1701
11142,B220,CNS-BR TANGERANG,1705
11143,B220,CNS-BR TANGERANG,1701
11144,B220,CNS-BR TANGERANG,1707
11145,B186,CNS-MANGGARAI,1701
11146,B120,CNS-BR JAKUTPUS,1112
11147,B221,CNS-SB CIKUPA,1109
11148,B221,CNS-SB CIKUPA,1707
11149,B220,CNS-BR TANGERANG,8003
11150,B182,CNS-JAKBAR 2,8003
11151,B181,CNS-Kebayoran Lama,1707
11152,B120,CNS-BR JAKUTPUS,1103
11153,B120,CNS-BR JAKUTPUS,1707
11154,B221,CNS-SB CIKUPA,1701
11155,B130,CNS-BR TAMBUN,8003
11156,B120,CNS-BR JAKUTPUS,1707
11157,B182,CNS-JAKBAR 2,1707
11158,B182,CNS-JAKBAR 2,1705
11159,B181,CNS-Kebayoran Lama,8003
11160,B221,CNS-SB CIKUPA,1103
11161,B188,CNS - Pekayon,8003
11162,B185,CNS-BR JAKSEL,8003
11163,B185,CNS-BR JAKSEL,8201
11164,B185,CNS-BR JAKSEL,8207
11165,B112,CNS-PANDEGLANG,8003
11166,B130,CNS-BR TAMBUN,1705
11167,B188,CNS - Pekayon,8003
11168,B220,CNS-BR TANGERANG,1104
11169,B220,CNS-BR TANGERANG,1103
11170,B120,CNS-BR JAKUTPUS,8003
11171,B221,CNS-SB CIKUPA,8201
11172,B182,CNS-JAKBAR 2,8003
11173,B120,CNS-BR JAKUTPUS,1707
11174,B182,CNS-JAKBAR 2,8201
11175,B120,CNS-BR JAKUTPUS,1112
11176,B120,CNS-BR JAKUTPUS,1701
11177,B110,CNS-BR SERANG,1109
11178,B110,CNS-BR SERANG,8003
11179,B221,CNS-SB CIKUPA,1601
11180,B221,CNS-SB CIKUPA,1602
11181,B120,CNS-BR JAKUTPUS,1601
11182,B120,CNS-BR JAKUTPUS,1707
11183,B181,CNS-Kebayoran Lama,8003
11184,B186,CNS-MANGGARAI,8003
11185,B182,CNS-JAKBAR 2,1701
11186,B111,CNS-SP MALIMPING,8003
11187,B120,CNS-BR JAKUTPUS,1601
11188,B101,CNS-SP PELABUHAN RATU,1705
11189,B131,CNS-BR KARAWANG,1107
11190,B185,CNS-BR JAKSEL,1701
11191,B220,CNS-BR TANGERANG,1602
11192,B220,CNS-BR TANGERANG,8003
11193,B131,CNS-BR KARAWANG,8003
11194,B110,CNS-BR SERANG,1701
11195,B110,CNS-BR SERANG,1707
11196,B112,CNS-PANDEGLANG,1602
11197,B100,CNS-BR SUKABUMI,8003
11198,B120,CNS-BR JAKUTPUS,1109
11199,B110,CNS-BR SERANG,1601
11200,B110,CNS-BR SERANG,8003
11201,B185,CNS-BR JAKSEL,8003
11202,B185,CNS-BR JAKSEL,1109
11203,B221,CNS-SB CIKUPA,1701
11204,B101,CNS-SP PELABUHAN RATU,1112
11205,B188,CNS - Pekayon,8003
11206,B120,CNS-BR JAKUTPUS,1601
11207,B221,CNS-SB CIKUPA,8003
11208,B186,CNS-MANGGARAI,8003
11209,B221,CNS-SB CIKUPA,8003
11210,B220,CNS-BR TANGERANG,8003
11211,B182,CNS-JAKBAR 2,1705
11212,B185,CNS-BR JAKSEL,1705
11213,B182,CNS-JAKBAR 2,8003
11214,B186,CNS-MANGGARAI,8003
11215,B221,CNS-SB CIKUPA,8201
11216,B130,CNS-BR TAMBUN,8003
11217,B188,CNS - Pekayon,8003
11218,B181,CNS-Kebayoran Lama,8003
11219,B112,CNS-PANDEGLANG,8003
11220,B120,CNS-BR JAKUTPUS,1107
11221,B120,CNS-BR JAKUTPUS,1108
11222,B185,CNS-BR JAKSEL,8003
11223,B113,CNS-RANGKASBITUNG,1601
11224,B185,CNS-BR JAKSEL,1707
11225,B112,CNS-PANDEGLANG,1707
11226,B186,CNS-MANGGARAI,8003
11227,B182,CNS-JAKBAR 2,1109
11228,B182,CNS-JAKBAR 2,8003
11229,B221,CNS-SB CIKUPA,1109
11230,B185,CNS-BR JAKSEL,8003
11231,B220,CNS-BR TANGERANG,1707
11232,B110,CNS-BR SERANG,1112
11233,B221,CNS-SB CIKUPA,1107
11234,B221,CNS-SB CIKUPA,1707
11235,B130,CNS-BR TAMBUN,1701
11236,B182,CNS-JAKBAR 2,1601
11237,B221,CNS-SB CIKUPA,1109
11238,B182,CNS-JAKBAR 2,8003
11239,B181,CNS-Kebayoran Lama,8003
11240,B188,CNS - Pekayon,1601
11241,B110,CNS-BR SERANG,8003
11242,B110,CNS-BR SERANG,1701
11243,B120,CNS-BR JAKUTPUS,1705
11244,B130,CNS-BR TAMBUN,8003
11245,B130,CNS-BR TAMBUN,1112
11246,B185,CNS-BR JAKSEL,1707
11247,B110,CNS-BR SERANG,1112
11248,B113,CNS-RANGKASBITUNG,8003
11249,B113,CNS-RANGKASBITUNG,1109
11250,B185,CNS-BR JAKSEL,1701
11251,B220,CNS-BR TANGERANG,1109
11252,B220,CNS-BR TANGERANG,8003
11253,B101,CNS-SP PELABUHAN RATU,8003
11254,B130,CNS-BR TAMBUN,1701
11255,B110,CNS-BR SERANG,1701
11256,B181,CNS-Kebayoran Lama,1109
11257,B221,CNS-SB CIKUPA,8201
11258,B221,CNS-SB CIKUPA,1107
11259,B110,CNS-BR SERANG,1701
11260,B130,CNS-BR TAMBUN,1107
11261,B130,CNS-BR TAMBUN,1707
11262,B110,CNS-BR SERANG,8201
11263,B182,CNS-JAKBAR 2,1705
11264,B221,CNS-SB CIKUPA,8003
11265,B221,CNS-SB CIKUPA,1111
11266,B221,CNS-SB CIKUPA,1112
11267,B221,CNS-SB CIKUPA,1109
11268,B112,CNS-PANDEGLANG,1701
11269,B112,CNS-PANDEGLANG,8003
11270,B221,CNS-SB CIKUPA,8201
11271,B181,CNS-Kebayoran Lama,1109
11272,B181,CNS-Kebayoran Lama,8003
11273,B112,CNS-PANDEGLANG,8003
11274,B221,CNS-SB CIKUPA,8207
11275,B130,CNS-BR TAMBUN,8003
11276,B181,CNS-Kebayoran Lama,8207
11277,B181,CNS-Kebayoran Lama,8201
11278,B188,CNS - Pekayon,8003
11279,B188,CNS - Pekayon,1109
11280,B188,CNS - Pekayon,8003
11281,B220,CNS-BR TANGERANG,8207
11282,B220,CNS-BR TANGERANG,8201
11283,B112,CNS-PANDEGLANG,8003
11284,B221,CNS-SB CIKUPA,8003
11285,B182,CNS-JAKBAR 2,1109
11286,B188,CNS - Pekayon,1701
11287,B182,CNS-JAKBAR 2,1109
11288,B182,CNS-JAKBAR 2,1103
11289,B220,CNS-BR TANGERANG,1103
11290,B220,CNS-BR TANGERANG,1104
11291,B186,CNS-MANGGARAI,1701
11292,B181,CNS-Kebayoran Lama,8003
11293,B221,CNS-SB CIKUPA,8201
11294,B181,CNS-Kebayoran Lama,8201
11295,B185,CNS-BR JAKSEL,1707
11296,B188,CNS - Pekayon,8003
11297,B188,CNS - Pekayon,1601
11298,B188,CNS - Pekayon,1109
11299,B130,CNS-BR TAMBUN,1707
11300,B182,CNS-JAKBAR 2,1701
11301,B182,CNS-JAKBAR 2,1107
11302,B120,CNS-BR JAKUTPUS,1107
11303,B120,CNS-BR JAKUTPUS,1705
11304,B120,CNS-BR JAKUTPUS,1601
11305,B182,CNS-JAKBAR 2,1103
11306,B112,CNS-PANDEGLANG,8003
11307,B181,CNS-Kebayoran Lama,8003
11308,B220,CNS-BR TANGERANG,8003
11309,B120,CNS-BR JAKUTPUS,8003
11310,B220,CNS-BR TANGERANG,1109
11311,B220,CNS-BR TANGERANG,8003
11312,B220,CNS-BR TANGERANG,1601
11313,B220,CNS-BR TANGERANG,8201
11314,B220,CNS-BR TANGERANG,1702
11315,B220,CNS-BR TANGERANG,8003
11316,B220,CNS-BR TANGERANG,1601
11317,B130,CNS-BR TAMBUN,1103
11318,B120,CNS-BR JAKUTPUS,8003
11319,B130,CNS-BR TAMBUN,1701
11320,B181,CNS-Kebayoran Lama,8003
11321,B110,CNS-BR SERANG,8003
11322,B130,CNS-BR TAMBUN,8207
11323,B130,CNS-BR TAMBUN,8201
11324,B130,CNS-BR TAMBUN,1707
11325,B182,CNS-JAKBAR 2,1707
11326,B182,CNS-JAKBAR 2,1601
11327,B221,CNS-SB CIKUPA,1109
11328,B221,CNS-SB CIKUPA,1112
11329,B182,CNS-JAKBAR 2,1112
11330,B181,CNS-Kebayoran Lama,8003
11331,B188,CNS - Pekayon,8003
11332,B221,CNS-SB CIKUPA,1702
11333,B182,CNS-JAKBAR 2,8003
11334,B113,CNS-RANGKASBITUNG,1701
11335,B120,CNS-BR JAKUTPUS,1707
11336,B185,CNS-BR JAKSEL,8003
11337,B120,CNS-BR JAKUTPUS,1705
11338,B120,CNS-BR JAKUTPUS,8003
11339,B188,CNS - Pekayon,1104
11340,B185,CNS-BR JAKSEL,1705
11341,B188,CNS - Pekayon,8003
11342,B221,CNS-SB CIKUPA,8003
11343,B130,CNS-BR TAMBUN,8003
