sk_vendor,vendor_code,license_no,jenis_mobil
3477,0000503421,B 9530 PEU,2T.BUILT UP
3478,0000503421,B 9745 PEU,2T.BUILT UP
3479,0000503421,B 9265 PXS,1T.BUILT UP
3480,0000503421,B 9284 PXS,1T.BUILT UP
3481,0000502777,B 9076 BEU,1T.BUILT UP
3482,0000505138,B 9304 TEX,1.KUBIKASI
3483,0000503421,B 9298 PXS,BUILT UP
3484,0000505138,B 9114 TEV,Build Up
3485,0000503421,B 9028 PXS,1T.BUILT UP
3486,0000503421,B 9728 PEU,BU/25CT02/RIKI
3487,0000505138,B 9163 TEY,BU/25CB03/RIKI
3488,0000505138,B 9419 TEX,BU/25JB19/ANDRI
3489,0000505733,B 9074 VEU,1.KUBIKASI
3490,0000505339,B 9641 BXS,1T.BUILT UP
3491,0000505339,B 9638 BXS,1T.BUILT UP
3492,0000503421,B 9785 PEU,2T.BUILT UP
3493,0000503421,B 9279 PXS,1T.BUILT UP
3494,0000505138,B 9047 TEY,KUBIKASI
3495,0000505138,B 9134 TEY,1.KUBIKASI
3496,0000505138,B 9133 TEY,1.KUBIKASI
3497,0000505138,B 9230 TEV,1.KUBIKASI
3498,0000502777,B 9838 WO,1T.BUILT UP
3499,0000502777,B 9618 KA,1T.BUILT UP
3500,0000505138,B 9118 TEV,1.KUBIKASI
3501,0000503421,B 9296 PXS,1T.BUILT UP
3502,0000501246,B 9693 UEV,1T.BUILT UP
3503,0000506766,D 9893 AE,2T.BUILT UP
3504,0000505138,B 9072 TEW,1.KUBIKASI
3505,0000505138,B 9781 TEV,1.KUBIKASI
3506,0000505138,B 9059 TEY,Build Up
3507,0000505138,B 9032 TEY,KUBIKASI
3508,0000505138,B 9045 TEZ,BU/25CT02/DEDI
3509,0000505138,B 9035 TEY,1.KUBIKASI
3510,0000503421,B 9530 PEU,1T.BUILT UP
3511,0000503421,B 9284 PXS,1T.BUILT UP
3512,0000503421,B 9296 PXS,1T.BUILT UP
3513,0000503421,B 9298 PXS,1T.BUILT UP
3514,0000503421,B 9296 PXS,1T.BUILT UP
3515,0000505138,B 9045 TEZ,1.KUBIKASI
3516,0000503421,B 9962 PXR,1T.BUILT UP
3517,0000505138,B 9603 TEW,1.KUBIKASI
3518,0000506766,D 9467 AF,2T.BUILT UP
3519,0000505138,B 9148 TEV,1.KUBIKASI
3520,0000505138,B 9010 TEY,1T.BUILT UP
3521,0000505138,B 9062 TEY,BU/25JT08/INDRA
3522,0000505138,B 9788 TEY,BU/25JT08/ANDRI
3523,0000503421,B 9298 PXS,1T.BUILT UP
3524,0000503421,B 9790 PEU,BU/25JT08/INDRA
3525,0000505138,B 9993 TXT,BU/DCT037/RIKI
3526,0000502019,B 9679 KEU,2T.BUILT UP
3527,0000503421,B 9279 PXS,1T.BUILT UP
3528,0000503421,B 9284 PXS,3T.BUILT UP
3529,0000504159,B 9288 FXV,BU/25KT03/AWAN
3530,0000503421,B 9298 PXS,1T.BUILT UP
3531,0000505138,B 9059 TEY,BU/25CT02/RIKI
3532,0000505339,B 9637 BXS,1T.BUILT UP
3533,0000503421,B 9649 PEU,1T.BUILT UP
3534,0000505339,B 9632 BXS,1T.BUILT UP
3535,0000505138,B 9067 TEZ,KUBIKASI
3536,0000505138,B 9034 TEY,BU/25CT02/RIKI
3537,0000505138,B 9562 TEW,Build Up
3538,0000503421,B 9284 PXS,1T.BUILT UP
3539,0000503421,B 9298 PXS,1T.BUILT UP
3540,0000505138,B 9951 TEY,BUILT UP
3541,0000505138,B 9494 TEV,1.KUBIKASI
3542,0000502777,B 9076 BEU,1T.BUILT UP
3543,0000503421,B 9298 PXS,BUILT UP
3544,0000503421,B 9728 PEU,1T.BUILT UP
3545,0000505138,B 9354 TEY,BU/25CT02/DEDI
3546,0000505138,B 9047 TEY,KUBIKASI
3547,0000505138,B 9195 TEV,KUBIKASI
3548,0000505138,B 9460 TEY,1KUBIKASI
3549,0000502019,B 9894 BEU,2T.BUILT UP
3550,0000503421,B 9785 PEU,1T.BUILT UP
3551,0000504927,B 9039 NEU,BU/20KT01/FADIL
3552,0000505138,B 9059 TEY,BU/25CT02/DEDI
3553,0000505339,B 9641 BXS,3T.BUILT UP
3554,0000503421,B 9615 PEU,BU/25CJ01/RIKI
3555,0000503421,B 9296 PXS,2T.BUILT UP
3556,0000503421,B 9627 PEU,BU/25JT08/ANDRI
3557,0000503421,B 9279 PXS,1T.BUILT UP
3558,0000503421,B 9298 PXS,1T.BUILT UP
3559,0000505138,B 9027 TEX,1T.BUILT UP
3560,0000503421,B 9298 PXS,1T.BUILT UP
3561,0000501246,B 9663 UEW,BU/25JT08/INDRA
3562,0000505138,B 9361 TEW,1.KUBIKASI
3563,0000503421,B 9298 PXS,1T.BUILT UP
3564,0000505138,B 9361 TEW,1.KUBIKASI
3565,0000505138,B 9737 TEW,BU/25CT02/HASAN
3566,0000503421,B 9279 PXS,1T.BUILT UP
3567,0000502777,B 9013 BEU,1T.BUILT UP
3568,0000505138,B 9603 TEW,1.KUBIKASI
3569,0000505138,B 9781 TEV,1.KUBIKASI
3570,0000505138,B 9059 TEY,Build Up
3571,0000505733,B 9074 VEU,1.KUBIKASI
3572,0000505339,B 9638 BXS,1T.BUILT UP
3573,0000507018,N 9925 UW,BU/25CT02/DEDI
3574,0000503421,B 9296 PXS,2T.BUILT UP
3575,0000503421,B 9290 PXS,2T.BUILT UP
3576,0000505138,B 9077 TEY,BU/25CT02/RIKI
3577,0000507018,N 8074 UV,BU/25CT02/RIKI
3578,0000503421,B 9634 PEU,BUILT UP
3579,0000503421,B 9284 PXS,1T.BUILT UP
3580,0000503421,B 9279 PXS,1T.BUILT UP
3581,0000507018,N 8066 UV,BU/25CJ01/RIKI
3582,0000503421,B 9296 PXS,1T.BUILT UP
3583,0000502777,B 9091 BEU,1T.BUILT UP
3584,0000505145,N 8571 UR,2T.BUILT UP
3585,0000501246,B 9323 UZ,1T.BUILT UP
3586,0000503421,B 9284 PXS,1T.BUILT UP
3587,0000505138,B 9388 TEW,1.KUBIKASI
3588,0000503421,B 9505 PEU,1T.BUILT UP
3589,0000505138,B 9010 TEY,Build Up
3590,0000505138,B 9352 TEW,BU/25JT08/INDRA
3591,0000503421,B 9802 PEU,1T.BUILT UP
3592,0000505339,B 9641 BXS,3T.BUILT UP
3593,0000503421,B 9731 PEU,1T.BUILT UP
3594,0000503421,B 9279 PXS,BUILT UP
3595,0000505138,B 9304 TEX,KUBIKASI
3596,0000503421,B 9279 PXS,1T.BUILT UP
3597,0000505138,B 9503 TEX,BUILT UP
3598,0000505138,B 9951 TEY,BUILT UP
3599,0000503421,B 9296 PXS,2T.BUILT UP
3600,0000505138,B 9483 TEV,BU/25JB19/INDRA
3601,0000505138,B 9494 TEV,1.KUBIKASI
3602,0000503421,B 9290 PXS,1T.BUILT UP
3603,0000506865,B 9654 UO,BUILT UP
3604,0000505138,B 9939 TEV,1.KUBIKASI
3605,0000505138,B 9134 TEY,1.KUBIKASI
3606,0000505138,B 9371 TEW,1.KUBIKASI
3607,0000503421,B 9265 PXS,3T.BUILT UP
3608,0000503421,B 9697 PEU,BU/20CT02/DEDI
3609,0000507018,N 8869 UW,BU/25CT02/RIKI
3610,0000505138,B 9951 TEV,1.KUBIKASI
3611,0000505138,B 9590 TEW,BU/25CT02/RIKI
3612,0000503421,B 9505 PEU,BUILT UP
3613,0000505138,B 9059 TEY,Build Up
3614,0000507018,N 8074 UV,BU/25CT02/RIKI
3615,0000503421,B 9298 PXS,1T.BUILT UP
3616,0000502777,B 9155 BEU,1T.BUILT UP
3617,0000505138,B 9301 TEY,BU/25CT02/RIKI
3618,0000505138,B 9787 TEY,1.KUBIKASI
3619,0000505138,B 9371 TEW,Kubikasi
3620,0000503421,B 9296 PXS,1T.BUILT UP
3621,0000503421,B 9279 PXS,1T.BUILT UP
3622,0000503421,B 9284 PXS,1T.BUILT UP
3623,0000505138,B 9897 TEY,BU/25JT08/ANDRI
3624,0000503421,B 9284 PXS,1T.BUILT UP
3625,0000505138,B 9494 TEV,1.KUBIKASI
3626,0000503421,B 9802 PEU,1T.BUILT UP
3627,0000505145,N 8281 UQ,2T.BUILT UP
3628,0000505145,N 7778 UQ,2T.BUILT UP
3629,0000505138,B 9287 TXT,1.KUBIKASI
3630,0000505138,B 9562 TEW,Build Up
3631,0000505138,B 9557 TEY,1.KUBIKASI
3632,0000505138,B 9027 TEX,1.KUBIKASI
3633,0000505138,B 9394 TEY,BUILT UP
3634,0000503421,B 9823 PEU,BU/25CT02/DEDI
3635,0000503421,B 9505 PEU,3T.BUILT UP
3636,0000503421,B 9298 PXS,3T.BUILT UP
3637,0000505138,B 9077 TEY,BU/25CJ01/HASAN
3638,0000503421,B 9785 PEU,2T.BUILT UP
3639,0000505138,B 9503 TEX,BUILT UP
3640,0000503421,B 9296 PXS,2T.BUILT UP
3641,0000505339,B 9395 BXS,3T.BUILT UP
3642,0000503421,B 9724 PEU,1T.BUILT UP
3643,0000505733,B 9681 PEU,1.KUBIKASI
3644,0000505138,B 9304 TEX,KUBIKASI
3645,0000505339,B 9637 BXS,1T.BUILT UP
3646,0000505339,B 9632 BXS,1T.BUILT UP
3647,0000503421,B 9263 PXS,1T.BUILT UP
3648,0000501246,B 9680 UEW,BU/25JJ05/INDRA
3649,0000503421,B 9505 PEU,1T.BUILT UP
3650,0000505339,B 9640 BXS,3T.BUILT UP
3651,0000503421,B 9284 PXS,1T.BUILT UP
3652,0000505138,B 9078 TEX,BU/25CB03/RIKI
3653,0000505138,B 9045 TEZ,1KUBIKASI
3654,0000502777,B 9002 XA,1T.BUILT UP
3655,0000505138,B 9562 TEW,1.KUBIKASI
3656,0000503421,B 9732 PEU,1T.BUILT UP
3657,0000503421,B 9962 PXR,1T.BUILT UP
3658,0000505145,N 8495 UQ,2T.BUILT UP
3659,0000503421,B 9298 PXS,1T.BUILT UP
3660,0000505138,B 9494 TEV,1.KUBIKASI
3661,0000503421,B 9745 PEU,2T.BUILT UP
3662,0000502019,B 9894 BEU,1T.BUILT UP`
3663,0000503017,B 9463 UEV,BU/20CB13/INDRA
3664,0000505138,B 9905 TEV,BU/25CB03/RIKI
3665,0000503421,B 9505 PEU,BUILT UP
3666,0000503421,B 9279 PXS,1T.BUILT UP
3667,0000503421,B 9785 PEU,1T.BUILT UP
3668,0000505138,B 9032 TEY,KUBIKASI
3669,0000505138,B 9077 TEY,BU/25JT08/ANDRI
3670,0000505138,B 9230 TEV,1.KUBIKASI
3671,0000505138,B 9625 TEW,BU/25JT08/INDRA
3672,0000505138,B 9483 TEV,BU/25JT08/ANDRI
3673,0000505138,B 9934 TEX,BU/25CT02/RIKI
3674,0000505138,B 9992 TEW,BU/25JT08/ANDRI
3675,0000503421,B 9298 PXS,3T.BUILT UP
3676,0000503421,B 9279 PXS,1T.BUILT UP
3677,0000505138,B 9241 TEX,KUBIKASI
3678,0000505138,B 9352 TEW,BU/25JB19/INDRA
3679,0000505138,B 9573 TEY,1.KUBIKASI
3680,0000503421,B 9715 PEU,BU/25JT08/ANDRI
3681,0000507018,N 9964 UW,BU/25CT02/RIKI
3682,0000506865,B 9254 XQ,BUILT UP
3683,0000505138,B 9494 TEV,1.KUBIKASI
3684,0000505138,B 9562 TEY,1.KUBIKASI
3685,0000505138,B 9424 TEX,KUBIKASI
3686,0000505138,B 9490 TEX,1.KUBIKASI
3687,0000505138,B 9230 TEV,1.KUBIKASI
3688,0000503421,B 9298 PXS,1T.BUILT UP
3689,0000503421,B 9731 PEU,1T.BUILT UP
3690,0000505138,B 9488 TEX,BU/25CT02/DEDI
3691,0000503421,B 9510 PEU,1T.BUILT UP
3692,0000503421,B 9790 PEU,BU/25CT02/RIKI
3693,0000503421,B 9644 PEU,BU/25CB03/RIKI
3694,0000503421,B 9296 PXS,2T.BUILT UP
3695,0000506865,B 9654 UO,BUILT UP
3696,0000503421,B 9265 PXS,3T.BUILT UP
3697,0000505339,B 9638 BXS,1T.BUILT UP
3698,0000502777,B 9618 VS,1T.BUILT UP
3699,0000505138,B 9439 TEV,BU/25CT02/RIKI
3700,0000505138,B 9059 TEY,BU/25CT02/RIKI
3701,0000505138,B 9032 TEY,BUILT UP
3702,0000503421,B 9768 PEU,BU/25CT02/RIKI
3703,0000502777,B 9091 BEU,1T.BUILT UP
3704,0000505733,B 9681 PEU,1.KUBIKASI
3705,0000505138,B 9114 TEV,1.KUBIKASI
3706,0000505138,B 9906 TEY,1.KUBIKASI
3707,0000502777,B 9618 KA,1T.BUILT UP
3708,0000505138,B 9034 TEY,BU/25CT02/RIKI
3709,0000505138,B 9887 TEU,1.KUBIKASI
3710,0000505138,B 9977 TEW,Kubikasi
3711,0000505138,B 9032 TEY,Build Up
3712,0000503421,B 9296 PXS,1T.BUILT UP
3713,0000505339,B 9395 BXS,1T.BUILT UP
3714,0000503421,B 9279 PXS,BUILT UP
3715,0000505138,B 9304 TEX,KUBIKASI
3716,0000503421,B 9530 PEU,3T.BUILUP
3717,0000505138,B 9122 TEV,BU/25CT02/DEDI
3718,0000505138,B 9077 TEY,BU/25CT02/HASAN
3719,0000503421,B 9284 PXS,1T.BUILT UP
3720,0000505138,B 9321 TEW,BU/25JB19/ANDRI
3721,0000501246,B 9542 UXU,BU/25JJ05/ANDRI
3722,0000503421,B 9732 PEU,1T.BUILT UP
3723,0000505138,B 9304 TEX,KUBIKASI
3724,0000507022,F 9206 SC,CD/8FCJ01/RIKI
3725,0000505138,B 9872 TEW,Kubikasi
3726,0000501246,B 9700 UEW,BU/25JT08/INDRA
3727,0000503421,B 9654 PEU,1T.BUILT UP
3728,0000503421,B 9296 PXS,2T.BUILT UP
3729,0000503421,B 9505 PEU,1T.BUILT UP
3730,0000501246,B 9438 BEU,1T.BUILT UP
3731,0000505138,B 9481 TEV,BU/25CB03/HASAN
3732,0000505733,B 9089 VEU,1.KUBIKASI
3733,0000502777,B 9618 KP,1T.BUILT UP
3734,0000505138,B 9983 TEY,BU/25CJ01/HASAN
3735,0000505138,B 9562 TEW,BU/25JT08/ANDRI
3736,0000507018,N 9964 UW,BU/25CT02/HASAN
3737,0000503421,B 9505 PEU,1T.BUILT UP
3738,0000505138,B 9653 TEV,BU/25CJ01/RIKI
3739,0000505339,B 9640 BXS,3T.BUILT UP
3740,0000501246,B 9556 PEU,BU/GBCT01/RIKI
3741,0000503421,B 9768 PEU,1T.BUILT UP
3742,0000503421,B 9785 PEU,1T.BUILT UP
3743,0000504927,B 9627 BEU,BU/20KT06/FADIL
3744,0000502019,B 9144 BEV,1T.BUILT UP
3745,0000503421,B 9655 PEU,1T.BUILT UP
3746,0000503421,B 9290 PXS,1T.BUILT UP
3747,0000505138,B 9842 TEY,1.KUBIKASI
3748,0000505138,B 9114 TEV,Build Up
3749,0000503421,B 9279 PXS,1T.BUILT UP
3750,0000503421,B 9756 PEU,BU/25JT08/ANDRI
3751,0000506766,D 9893 AE,2T.BUILT UP
3752,0000503421,B 9298 PXS,1T.BUILT UP
3753,0000505138,B 9352 TEW,BU/25JT08/INDRA
3754,0000503421,B 9510 PEU,3T.BUILT UP
3755,0000505733,B 9074 VEU,1.KUBIKASI
3756,0000505339,B 9641 BXS,1T.BUILT UP
3757,0000503421,B 9644 PEU,BU/25CB03/RIKI
3758,0000505138,B 9432 TEV,1.KUBIKASI
3759,0000505138,B 9460 TEY,BUILT UP
3760,0000503421,B 9655 PEU,1T.BUILT UP
3761,0000505138,B 9134 TEY,1.KUBIKASI
3762,0000501246,B 9323 UZ,1T.BUILT UP
3763,0000505138,B 9872 TEW,Build Up
3764,0000505138,B 9260 TXT,1.KUBIKASI
3765,0000505467,B 9010 UDB,BU/20CT08/INDRA
3766,0000505138,B 9114 TEV,Build Up
3767,0000503421,B 9279 PXS,1T.BUILT UP
3768,0000503421,B 9773 PEU,BU/25JT08/ANDRI
3769,0000503421,B 9505 PEU,1T.BUILT UP
3770,0000505138,B 9434 TEV,BU/25CT02/RIKI
3771,0000506766,D 9872 AE,2T.BUILT UP
3772,0000505138,B 9494 TEV,1.KUBIKASI
3773,0000503421,B 9296 PXS,1T.BUILT UP
3774,0000505138,B 9562 TEY,1.KUBIKASI
3775,0000505138,B 9027 TEX,1.KUBIKASI
3776,0000505138,B 9148 TEY,1.KUBIKASI
3777,0000505138,B 9078 TEX,BU/25CT02/DEDI
3778,0000503421,B 9298 PXS,1T.BUILT UP
3779,0000505138,B 9787 TEY,1.KUBIKASI
3780,0000505138,B 9371 TEW,Kubikasi
3781,0000505769,D 9876 AE,BU/GBCT01/DEDI
3782,0000506766,D 9013 AG,2T.BUILT UP
3783,0000505138,B 9671 TEV,BU/25CT02/HASAN
3784,0000503421,B 9962 PXR,1T.BUILT UP
3785,0000503421,B 9284 PXS,1T.BUILT UP
3786,0000505138,B 9388 TEW,1.KUBIKASI
3787,0000503421,B 9505 PEU,1T.BUILT UP
3788,0000505138,B 9781 TEX,1.KUBIKASI
3789,0000505467,Z 9093 HA,BU/20CT08/ANDRI
3790,0000506766,D 9893 AE,2T.BUILT UP
3791,0000503421,B 9296 PXS,1T.BUILT UP
3792,0000503421,B 9802 PEU,1T.BUILT UP
3793,0000505339,B 9640 BXS,3T.BUILT UP
3794,0000503421,B 9284 PXS,1T.BUILT UP
3795,0000503421,B 9086 PXS,1T.BUILT UP
3796,0000503421,B 9693 PEU,2T.BUILT UP
3797,0000501246,B 9233 XQ,BU/25JJ05/ANDRI
3798,0000505138,B 9045 TEZ,1KUBIKASI
3799,0000502777,B 9002 XA,1T.BUILT UP
3800,0000505138,B 9304 TEX,KUBIKASI
3801,0000502777,B 9091 BEU,1T.BUILT UP
3802,0000505138,B 9618 TEY,1.KUBIKASI
3803,0000505145,N 8571 UR,2T.BUILT UP
3804,0000505138,B 9148 TEV,1T.BUILT UP
3805,0000505138,B 9047 TEY,KUBIKASI
3806,0000505339,B 9641 BXS,3T.BUILT UP
3807,0000503421,B 9615 PEU,BU/25CJ01/RIKI
3808,0000503763,B 9244 TEZ,BU/25CB03/DEDI
3809,0000502019,B 9659 KEU,1T.BUILT UP
3810,0000503421,B 9768 PEU,1T.BUILT UP
3811,0000505138,B 9880 TXT,BU/18CJ05/ANDRI
3812,0000505963,B 9003 ZEU,1T.BUILT UP
3813,0000505138,B 9401 TEW,BU/25JT08/ANDRI
3814,0000505138,B 9947 TEY,BU/25CB03/DEDI
3815,0000502019,B 9894 FEU,1T.BUILT UP
3816,0000505138,B 9594 TEW,BU/25CT02/RIKI
3817,0000502019,B 9717 FEU,1T.BUILT UP
3818,0000503421,B 9284 PXS,1T.BUILT UP
3819,0000503421,B 9265 PXS,3T.BUILT UP
3820,0000505339,B 9395 BXS,3T.BUILT UP
3821,0000505138,B 9372 TEY,BU/25JT08/ANDRI
3822,0000505138,B 9194 TEX,BU/25JT08/ANDRI
3823,0000505138,B 9490 TEX,1.KUBIKASI
3824,0000505138,B 9230 TEV,1.KUBIKASI
3825,0000503421,B 9298 PXS,1T.BUILT UP
3826,0000503421,B 9279 PXS,1T.BUILT UP
3827,0000503421,B 9857 PEU,BU/25CT02/HASAN
3828,0000505733,B 9088 VEU,BU/25JT08/INDRA
3829,0000507018,N 9964 UW,BU/25CT02/RIKI
3830,0000505467,B 9064 UEV,BU/20CT08/ANDRI
3831,0000503421,B 9654 PEU,1T.BUILT UP
3832,0000505138,B 9439 TEV,BU/25CT02/HASAN
3833,0000505138,B 9071 TEY,BU/25CT02/RIKI
3834,0000505138,B 9983 TEY,BU/25CT02/HASAN
3835,0000505138,B 9842 TEY,1.KUBIKASI
3836,0000505138,B 9230 TEV,1.KUBIKASI
3837,0000505138,B 9036 TEV,Build Up
3838,0000505138,B 9562 TEW,Build Up
3839,0000503421,B 9296 PXS,1T.BUILT UP
3840,0000503421,B 9279 PXS,BUILT UP
3841,0000503421,B 9790 PEU,BU/25JT08/INDRA
3842,0000503421,B 9284 PXS,1T.BUILT UP
3843,0000507018,N 8074 UV,BU/25CT02/RIKI
3844,0000505138,B 9967 TEV,BU/25CT02/DEDI
3845,0000505467,B 9064 UEV,BU/20CT08/ANDRI
3846,0000505138,B 9027 TEX,1.KUBIKASI
3847,0000503421,B 9296 PXS,1T.BUILT UP
3848,0000505138,B 9045 TEZ,1.KUBIKASI
3849,0000505138,B 9148 TEV,1T.BUILT UP
3850,0000505138,B 9134 TEY,1.KUBIKASI
3851,0000501246,B 9323 UZ,1T.BUILT UP
3852,0000505138,B 9198 TEX,1.KUBIKASI
3853,0000502777,B 9618 KA,1T.BUILT UP
3854,0000505138,B 9301 TEY,BU/25JT08/ANDRI
3855,0000505138,B 9781 TEV,Build Up
3856,0000505138,B 9361 TEW,BU/25JT08/ANDRI
3857,0000505138,B 9744 TEX,1.KUBIKASI
3858,0000503421,B 9284 PXS,1T.BUILT UP
3859,0000505138,B 9372 TEY,BU/25CT02/RIKI
3860,0000505138,B 9787 TEY,1.KUBIKASI
3861,0000505138,B 9371 TEW,Kubikasi
3862,0000505769,D 9876 AE,BU/GBCT01/DEDI
3863,0000503421,B 9732 PEU,1T.BUILT UP
3864,0000505138,B 9798 TEX,1 KUBIKASI
3865,0000502777,B 9089 BEU,1T.BUILT UP
3866,0000503421,B 9764 PEU,BU/25CB03/RIKI
3867,0000505138,B 9872 TEW,Kubikasi
3868,0000505138,B 9490 TEX,1.KUBIKASI
3869,0000506865,B 9654 UO,BUILT UP
3870,0000503421,B 9724 PEU,1T.BUILT UP
3871,0000505138,B 9590 TEW,1KUBIKASI
3872,0000503421,B 9745 PEU,2T.BUILT UP
3873,0000502777,B 9076 BEU,1T.BUILT UP
3874,0000505138,B 9241 TEX,KUBIKASI
3875,0000505138,B 9321 TEW,BU/25JB19/INDRA
3876,0000507018,N 8066 UV,BU/25CT02/RIKI
3877,0000501246,B 9636 BEU,BUILT UP
3878,0000503421,B 9298 PXS,1T.BUILT UP
3879,0000505138,B 9032 TEY,KUBIKASI
3880,0000505138,B 9099 TEY,BU/25CT02/HASAN
3881,0000507018,N 8074 UV,BU/25CT02/HASAN
3882,0000505733,B 9074 VEU,1.KUBIKASI
3883,0000505339,B 9637 BXS,1T.BUILT UP
3884,0000503421,B 9731 PEU,1T.BUILT UP
3885,0000505138,B 9036 TEV,Build Up
3886,0000503421,B 9296 PXS,1T.BUILT UP
3887,0000505138,B 9781 TEV,Build Up
3888,0000503421,B 9284 PXS,1T.BUILT UP
3889,0000507018,N 8066 UV,BU/25CT02/HASAN
3890,0000503421,B 9296 PXS,1T.BUILT UP
3891,0000505138,B 9996 TEY,BU/25CT02/RIKI
3892,0000505138,B 9603 TEW,1.KUBIKASI
3893,0000505138,B 9027 TEX,1.KUBIKASI
3894,0000503421,B 9505 PEU,1T.BUILT UP
3895,0000505138,B 9032 TEY,KUBIKASI
3896,0000505138,B 9035 TEY,1.KUBIKASI
3897,0000503421,B 9530 PEU,1T.BUILT UP
3898,0000503421,B 9284 PXS,1T.BUILT UP
3899,0000505138,B 9227 TEY,BU/25CT02/RIKI
3900,0000505733,B 9679 PEU,BU/25JT08/ANDRI
3901,0000505138,B 9027 TEX,1.KUBIKASI
3902,0000505138,B 9148 TEY,1.KUBIKASI
3903,0000503421,B 9298 PXS,1T.BUILT UP
3904,0000505138,B 9671 TEV,BU/25CT02/HASAN
3905,0000503421,B 9962 PXR,1T.BUILT UP
3906,0000505145,N 8495 UQ,2T.BUILT UP
3907,0000505138,B 9737 TEW,BU/25CT02/HASAN
3908,0000505138,B 9027 TEX,1.KUBIKASI
3909,0000505138,B 9148 TEY,1.KUBIKASI
3910,0000505138,B 9078 TEX,BU/25CT02/DEDI
3911,0000505138,B 9993 TXT,BU/DCT037/RIKI
3912,0000503421,B 9298 PXS,1T.BUILT UP
3913,0000501246,B 9556 PEU,BU/GBCT01/RIKI
3914,0000505138,B 9490 TEX,1.KUBIKASI
3915,0000502777,B 9155 BEU,1T.BUILT UP
3916,0000503421,B 9962 PXR,1T.BUILT UP
3917,0000505145,N 8713 US,2T.BUILT UP
3918,0000501246,B 9636 BEU,BUILT UP
3919,0000503421,B 9284 PXS,1T.BUILT UP
3920,0000505138,B 9934 TEX,BU/25CT02/RIKI
3921,0000505339,B 9637 BXS,1T.BUILT UP
3922,0000503421,B 9284 PXS,1T.BUILT UP
3923,0000506865,B 9654 UO,BUILT UP
3924,0000505138,B 9494 TEV,1.KUBIKASI
3925,0000503421,B 9654 PEU,1T.BUILT UP
3926,0000501246,B 9273 UO,1T.BUILT UP
3927,0000503421,B 9290 PXS,1T.BUILT UP
3928,0000503421,B 9505 PEU,1T.BUILT UP
3929,0000501246,B 9438 BEU,1T.BUILT UP
3930,0000505733,B 9089 VEU,1.KUBIKASI
3931,0000505733,B 9091 VEU,1.KUBIKASI
3932,0000505733,B 9681 PEU,1.KUBIKASI
3933,0000501246,B 9323 UZ,1T.BUILT UP
3934,0000505138,B 9439 TEV,BU/25CT02/RIKI
3935,0000506766,D 9016 AG,2T.BUILT UP
3936,0000503421,B 9028 PXS,1T.BUILT UP
3937,0000503421,B 9296 PXS,1T.BUILT UP
3938,0000505138,B 9148 TEY,1.KUBIKASI
3939,0000505138,B 9490 TEX,1.KUBIKASI
3940,0000503421,B 9296 PXS,1T.BUILT UP
3941,0000503421,B 9731 PEU,1T.BUILT UP
3942,0000505138,B 9488 TEX,BU/25CT02/DEDI
3943,0000505138,B 9671 TEV,BU/25CT02/DEDI
3944,0000507018,N 9925 UW,BU/25CT02/DEDI
3945,0000503421,B 9296 PXS,2T.BUILT UP
3946,0000503421,B 9290 PXS,2T.BUILT UP
3947,0000503421,B 9298 PXS,1T.BUILT UP
3948,0000503421,B 9790 PEU,BU/25CT02/RIKI
3949,0000503421,B 9533 PEU,1T.BUILT UP
3950,0000505138,B 9032 TEY,KUBIKASI
3951,0000505138,B 9469 TEV,BU/25CT02/RIKI
3952,0000503421,B 9743 PEU,BU/25JT08/ANDRI
3953,0000505339,B 9395 BXS,1T.BUILT UP
3954,0000505138,B 9059 TEY,BU/25CB03/DEDI
3955,0000503421,B 9296 PXS,1T.BUILT UP
3956,0000503421,B 9298 PXS,1T.BUILT UP
3957,0000507018,N 8074 UV,BU/25CT02/RIKI
3958,0000503421,B 9785 PEU,1T.BUILT UP
3959,0000503421,B 9785 PEU,2T.BUILT UP
3960,0000503421,B 9731 PEU,1T.BUILT UP
3961,0000503421,B 9296 PXS,2T.BUILT UP
3962,0000503421,B 9290 PXS,2T.BUILT UP
3963,0000503421,B 9279 PXS,1T.BUILT UP
3964,0000503421,B 9296 PXS,2T.BUILT UP
3965,0000505138,B 9494 TEV,1.KUBIKASI
3966,0000503421,B 9279 PXS,1T.BUILT UP
3967,0000505138,B 9062 TEY,BU/25JT08/ANDRI
3968,0000505138,B 9780 TEW,1.KUBIKASI
3969,0000505138,B 9112 TEZ,KUBIKASI
3970,0000503421,B 9505 PEU,3T.BUILT UP
3971,0000503421,B 9530 PEU,2T.BUILT UP
3972,0000503421,B 9284 PXS,1T.BUILT UP
3973,0000503421,B 9298 PXS,BUILT UP
3974,0000505145,N 8571 UR,2T.BUILT UP
3975,0000505138,B 9148 TEV,1T.BUILT UP
3976,0000502777,B 9618 KA,1T.BUILT UP
3977,0000505138,B 9133 TEY,1.KUBIKASI
3978,0000502777,B 9618 KA,1T.BUILT UP
3979,0000503421,B 9279 PXS,1T.BUILT UP
3980,0000505138,B 9781 TEX,1.KUBIKASI
3981,0000503421,B 9284 PXS,1T.BUILT UP
3982,0000503421,B 9279 PXS,1T.BUILT UP
3983,0000507018,N 8066 UV,BU/25CJ01/RIKI
3984,0000505138,B 9503 TEX,BUILT UP
3985,0000503421,B 9644 PEU,BU/25CB03/RIKI
3986,0000503421,B 9296 PXS,2T.BUILT UP
3987,0000503421,B 9962 PXR,1T.BUILT UP
